,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,LowDoc,DisbursementGross,Franchise,SBA_proportion,Default
3351,300,1,1,0,0,0,1,1,360000,0,42.9,0
3352,120,7,1,0,0,0,1,1,165000,0,42.9,0
3353,108,1,2,0,0,0,1,1,122000,0,47.4,0
3354,66,1,1,0,0,1,1,1,50000,0,44.4,0
3355,53,6,1,1,6,1,0,1,87500,0,33.300000000000004,1
3356,84,11,2,0,11,1,1,1,420000,0,47.4,0
3357,74,2,1,0,2,1,1,1,20000,0,47.4,1
3358,240,9,1,3,0,1,1,1,416000,0,50.0,0
3359,84,2,2,0,2,1,0,1,28734,0,33.300000000000004,0
3360,300,5,1,0,0,0,1,1,162000,0,45.9,0
3361,84,3,1,0,3,1,0,1,98515,0,33.300000000000004,0
3362,62,7,2,4,11,1,1,1,20000,0,47.4,1
3363,49,2,1,1,2,1,1,1,20000,0,47.4,1
3364,300,20,1,0,20,1,1,1,891000,0,47.4,0
3365,300,8,1,0,0,0,1,1,155000,0,47.4,0
3366,300,5,1,0,0,0,1,1,280800,0,45.9,0
3367,300,3,1,0,0,0,1,1,90000,0,47.4,0
3368,300,15,1,0,0,0,1,1,607000,0,45.9,0
3369,12,3,1,0,3,2,0,1,15000,0,33.300000000000004,0
3370,300,1,1,0,0,0,1,1,160200,0,42.9,0
3371,84,2,1,0,2,1,0,1,99847,0,33.300000000000004,0
3372,240,6,1,3,6,1,1,1,119000,0,50.0,0
3373,61,1,2,0,1,1,1,1,20000,0,47.4,1
3374,84,7,2,0,0,0,1,1,130000,0,47.4,0
3375,84,2,1,0,2,1,1,1,25000,0,47.4,0
3376,81,2,1,0,2,1,1,1,400000,0,47.4,1
3377,54,11,1,5,5,1,0,1,300000,0,33.300000000000004,0
3378,60,1,1,1,1,1,0,1,136421,0,33.300000000000004,0
3379,42,17,1,0,17,1,0,1,196250,0,33.300000000000004,1
3380,240,40,1,5,40,0,1,1,617000,0,50.0,0
3381,10,4,1,1,4,1,0,1,169500,0,33.300000000000004,1
3382,120,3,1,0,3,1,1,1,327200,0,47.4,0
3383,19,3,1,0,3,1,0,1,165000,0,33.300000000000004,1
3384,60,1,1,0,1,1,0,1,35000,0,33.300000000000004,0
3385,120,4,1,0,4,1,1,1,112000,0,47.4,0
3386,300,110,1,0,110,1,1,1,1074100,0,47.4,0
3387,120,3,2,0,0,0,1,1,100000,0,42.9,0
3388,60,1,1,1,1,1,0,1,25000,0,33.300000000000004,0
3389,300,7,1,0,0,0,1,1,225000,0,45.9,0
3390,120,12,1,0,0,0,1,1,76700,0,47.4,0
3391,66,11,1,0,0,0,1,1,126500,0,47.4,0
3392,75,2,1,0,2,1,1,1,25000,0,47.4,1
3393,84,1,2,0,1,1,0,1,5000,0,33.300000000000004,0
3394,84,5,1,0,5,1,0,1,40201,0,33.300000000000004,0
3395,42,3,2,3,1,1,1,1,50000,0,47.4,1
3396,96,8,1,0,0,0,1,1,150000,0,47.4,0
3397,240,38,1,28,6,0,1,1,201000,0,50.0,0
3398,48,6,1,0,6,1,1,1,50000,0,33.300000000000004,0
3399,120,100,1,0,0,0,1,1,400000,0,45.9,0
3400,240,1,1,2,0,1,1,1,118000,0,50.0,0
3401,240,4,1,1,3,1,1,1,56000,0,50.0,0
3402,120,1,2,0,0,0,1,1,201000,0,45.9,0
3403,84,1,1,1,1,1,0,1,28700,0,33.300000000000004,0
3404,300,12,1,0,12,1,1,1,1750000,0,46.2,0
3405,84,7,1,0,0,0,1,1,95000,0,42.9,0
3406,54,4,1,0,4,1,1,1,50000,0,47.4,1
3407,126,5,1,4,5,1,1,1,81275,0,47.4,0
3408,84,7,1,0,7,1,0,1,142658,0,33.300000000000004,0
3409,300,11,1,0,0,0,1,1,545000,0,45.9,0
3410,14,36,1,12,24,0,0,1,758165,0,42.9,0
3411,84,5,1,4,5,1,0,1,34168,0,33.300000000000004,0
3412,103,7,1,0,7,2,1,1,450000,0,47.4,1
3413,60,2,1,0,2,1,0,1,193988,0,33.300000000000004,0
3414,84,2,1,0,2,1,0,1,91891,0,33.300000000000004,0
3415,300,4,1,0,0,0,1,1,332000,0,45.9,0
3416,203,8,1,0,0,0,1,1,155000,0,44.4,0
3417,203,8,1,0,0,0,1,1,110000,0,45.9,0
3418,240,3,1,2,3,1,1,1,425000,0,50.0,0
3419,84,2,1,0,2,1,0,1,60102,0,33.300000000000004,0
3420,84,29,1,0,29,1,0,1,165858,0,33.300000000000004,0
3421,300,15,1,0,15,1,1,1,1675000,0,47.199999999999996,0
3422,120,30,1,0,30,1,1,1,400000,0,47.4,0
3423,300,2,1,0,0,0,1,1,234000,0,42.9,0
3424,10,35,1,2,35,1,1,1,800000,0,47.4,0
3425,60,25,1,25,25,1,0,1,50000,0,33.300000000000004,0
3426,300,2,1,0,0,0,1,1,644000,0,42.9,0
3427,169,5,1,0,0,0,1,1,234000,0,42.9,0
3428,84,3,2,0,3,1,0,1,15000,0,33.300000000000004,0
3429,240,10,1,20,0,1,1,1,133000,0,50.0,0
3430,240,7,2,8,7,0,1,1,204000,0,50.0,0
3431,111,20,1,10,20,1,1,1,12500,0,47.4,1
3432,12,9,1,0,9,1,0,1,202370,0,33.300000000000004,0
3433,120,17,1,0,0,0,1,1,140000,0,47.4,0
3434,84,8,1,0,8,1,0,1,25000,0,33.300000000000004,0
3435,240,12,1,5,0,2,1,1,550000,0,50.0,0
3436,306,1,1,2,1,1,1,1,1320300,0,47.4,0
3437,84,10,1,2,10,1,1,1,50000,0,47.4,0
3438,12,13,1,0,0,0,1,1,101105,0,45.9,0
3439,120,3,2,5,3,1,1,1,280000,0,47.4,0
3440,300,2,1,0,0,0,1,1,132000,0,42.9,0
3441,300,6,1,0,0,0,1,1,175500,0,45.9,0
3442,300,2,1,0,0,0,1,1,270000,0,45.9,0
3443,84,1,1,0,1,2,0,1,25000,0,33.300000000000004,0
3444,36,55,1,9,9,1,0,1,880484,0,33.300000000000004,0
3445,84,9,1,0,9,1,0,1,180000,0,33.300000000000004,0
3446,120,2,2,0,0,0,1,1,50000,0,47.4,0
3447,108,10,2,0,0,0,1,1,250000,0,45.9,0
3448,84,9,1,3,12,1,0,1,355624,0,33.300000000000004,0
3449,240,12,1,8,0,1,1,1,135000,0,50.0,0
3450,60,1,1,0,1,1,0,1,29270,0,33.300000000000004,0
3451,240,19,1,10,0,1,1,1,347000,0,50.0,0
3452,84,1,1,2,3,1,0,1,65000,0,33.300000000000004,0
3453,84,1,1,1,2,1,0,1,24328,0,33.300000000000004,0
3454,300,2,1,0,0,0,1,1,216000,0,42.9,0
3455,300,4,1,0,0,0,1,1,288000,0,42.9,0
3456,84,1,1,0,1,1,0,1,25250,0,33.300000000000004,0
3457,120,9,1,0,0,0,1,1,70000,0,42.9,0
3458,300,2,1,0,0,0,1,1,145000,0,42.9,0
3459,84,2,2,0,2,1,1,1,100000,0,47.4,0
3460,300,2,1,0,0,0,1,1,325000,0,45.9,0
3461,120,10,1,1,0,1,1,1,134000,0,50.0,0
3462,305,9,1,0,0,0,1,1,172500,0,42.9,0
3463,71,20,1,4,4,1,0,1,1600000,0,33.300000000000004,0
3464,240,6,1,0,6,1,1,1,208000,0,50.0,0
3465,60,7,1,2,2,1,1,1,50000,0,33.300000000000004,0
3466,84,1,1,3,1,2,0,1,52959,0,33.300000000000004,0
3467,12,2,1,12,14,1,0,1,426315,0,33.300000000000004,0
3468,60,2,1,2,2,1,0,1,30000,0,33.300000000000004,0
3469,86,4,1,0,4,1,1,1,12500,0,47.4,1
3470,240,9,2,12,9,0,1,1,178000,0,50.0,0
3471,240,5,1,2,0,1,1,1,194000,0,50.0,0
3472,300,2,1,1,2,1,1,1,880000,0,47.4,0
3473,300,2,1,1,2,1,1,1,784000,0,47.5,0
3474,84,4,1,2,4,1,0,1,45000,0,33.300000000000004,0
3475,300,5,1,0,0,1,1,1,378500,0,42.9,0
3476,107,3,1,6,3,1,1,1,10000,0,47.4,1
3477,115,2,1,1,2,1,1,1,10000,0,47.4,1
3478,300,4,1,0,0,0,1,1,122059,0,47.4,0
3479,300,3,1,0,0,1,1,1,103500,0,42.9,0
3480,120,5,1,2,5,1,1,1,15000,0,47.4,0
3481,240,12,2,9,3,0,1,1,311000,0,50.0,0
3482,300,5,1,1,5,1,1,1,1200000,0,47.4,0
3483,120,12,1,0,0,0,1,1,400000,0,44.800000000000004,0
3484,240,11,1,5,11,1,1,1,170000,0,50.0,0
3485,36,22,1,40,38,1,0,1,672421,0,33.300000000000004,0
3486,84,1,1,0,1,1,0,1,35819,0,33.300000000000004,0
3487,99,1,1,1,1,1,1,1,7500,0,47.4,1
3488,300,6,1,0,0,0,1,1,99000,0,47.4,0
3489,98,4,1,3,4,1,1,1,15000,0,47.4,1
3490,300,3,1,0,0,0,1,1,342000,0,42.9,0
3491,36,10,1,2,2,1,0,1,150000,0,33.300000000000004,0
3492,240,5,1,5,0,1,1,1,402000,0,50.0,0
3493,104,2,1,0,2,1,1,1,10000,0,47.4,1
3494,84,1,2,4,0,1,1,1,15000,0,47.4,0
3495,120,4,1,2,4,1,1,1,7500,0,47.4,0
3496,300,12,2,0,0,1,1,1,918000,0,47.4,0
3497,36,6,1,6,6,1,1,1,200000,0,33.300000000000004,0
3498,36,13,1,1,1,1,0,1,100000,0,33.300000000000004,0
3499,74,3,1,0,3,1,1,1,15000,0,47.4,1
3500,78,2,1,1,2,1,1,1,33500,0,50.0,1
3501,60,7,1,0,7,1,0,1,99270,0,33.300000000000004,0
3502,300,19,1,0,0,0,1,1,187000,0,45.9,0
3503,111,1,1,2,1,1,1,1,10000,0,47.4,0
3504,120,2,1,1,2,1,1,1,5000,0,47.4,0
3505,98,4,1,3,4,1,1,1,20000,0,47.4,1
3506,120,2,1,1,2,1,1,1,10000,0,47.4,0
3507,78,18,1,0,18,1,1,1,16400,0,50.0,0
3508,51,3,1,2,3,1,0,1,96200,0,33.300000000000004,1
3509,115,6,1,3,6,1,1,1,10000,0,47.4,0
3510,300,7,1,0,0,0,1,1,646000,0,45.9,0
3511,242,5,2,0,0,0,1,1,166000,0,45.9,1
3512,112,1,2,0,1,1,1,1,5000,0,47.4,1
3513,240,5,1,6,0,1,1,1,198000,0,50.0,0
3514,120,2,2,0,0,0,1,1,120600,0,47.4,0
3515,310,13,1,0,0,0,1,1,434000,0,45.9,0
3516,300,1,1,0,0,0,1,1,228000,0,42.9,0
3517,60,5,1,4,0,1,1,1,140000,0,47.4,0
3518,300,12,1,0,0,0,1,1,532475,0,42.9,0
3519,57,2,1,1,3,1,0,1,92215,0,33.300000000000004,1
3520,240,6,1,2,0,1,1,1,184000,0,50.0,0
3521,84,8,2,0,0,0,1,1,80000,0,47.4,0
3522,300,2,1,0,0,0,1,1,118000,0,42.9,0
3523,300,1,1,0,1,1,1,1,450000,0,47.4,0
3524,114,5,1,6,5,1,1,1,15000,0,47.4,1
3525,88,2,1,2,2,1,1,1,15000,0,47.4,0
3526,84,36,1,0,36,2,0,1,184548,0,33.300000000000004,0
3527,120,2,1,0,2,1,1,1,12500,0,47.4,0
3528,54,8,2,2,8,1,1,1,25000,0,47.4,1
3529,84,1,1,0,1,1,0,1,58245,0,33.300000000000004,0
3530,300,250,2,0,0,0,1,1,454500,0,42.9,0
3531,37,43,1,1,43,1,0,1,263613,0,33.300000000000004,0
3532,84,1,2,0,0,0,1,1,35000,0,47.4,0
3533,300,52,1,0,0,0,1,1,765000,0,42.9,0
3534,240,14,2,23,14,0,1,1,354000,0,50.0,0
3535,63,7,1,3,2,1,0,1,2130011,0,33.300000000000004,0
3536,84,20,1,0,20,1,1,1,35000,0,47.4,0
3537,36,9,1,1,1,2,0,1,305000,0,33.300000000000004,0
3538,115,4,1,4,0,1,1,1,10000,0,47.4,1
3539,69,1,1,0,1,1,1,1,7500,0,47.4,1
3540,84,4,1,2,6,1,1,1,250000,0,47.4,0
3541,62,4,1,0,0,1,1,1,46255,0,44.4,1
3542,60,13,1,0,13,1,0,1,90352,0,33.300000000000004,0
3543,26,32,1,2,32,1,0,1,71789,0,33.300000000000004,1
3544,36,7,1,10,8,1,0,1,197021,0,33.300000000000004,0
3545,64,1,1,0,1,1,1,1,20000,0,47.4,1
3546,36,10,1,2,1,1,0,1,85900,0,33.300000000000004,0
3547,99,3,1,1,3,1,1,1,7500,0,47.4,1
3548,84,5,1,0,5,2,0,1,43595,0,33.300000000000004,0
3549,240,14,1,10,4,0,1,1,195000,0,50.0,0
3550,36,45,1,10,10,1,0,1,797600,0,33.300000000000004,0
3551,65,10,1,0,10,1,0,1,100625,0,33.300000000000004,1
3552,84,4,2,0,0,0,1,1,50000,0,47.4,0
3553,120,4,1,0,4,1,1,1,265500,0,47.4,0
3554,84,11,1,1,12,1,0,1,70000,0,33.300000000000004,0
3555,84,13,2,0,0,1,1,1,400000,0,42.9,0
3556,240,15,1,15,0,1,1,1,590000,0,50.0,0
3557,120,12,1,0,0,1,1,1,120000,1,42.9,0
3558,300,2,2,0,0,0,1,1,125000,0,47.4,0
3559,105,1,1,1,1,1,1,1,15000,0,47.4,1
3560,300,45,1,8,37,1,1,1,967500,0,47.4,0
3561,84,2,1,1,2,2,0,1,25000,0,33.300000000000004,0
3562,240,15,1,7,0,1,1,1,477000,0,50.0,0
3563,58,1,1,0,1,1,0,1,83791,0,33.300000000000004,1
3564,1,1,2,4,2,2,0,1,35000,0,47.4,1
3565,120,25,1,2,25,1,1,1,755000,0,47.4,0
3566,108,3,1,0,3,1,1,1,15000,0,47.4,1
3567,84,3,2,1,4,2,0,1,79037,0,33.300000000000004,0
3568,240,19,1,7,19,2,1,1,649000,0,50.0,0
3569,111,6,1,0,6,1,1,1,12500,0,47.4,1
3570,72,3,1,0,3,1,1,1,7500,0,47.4,1
3571,84,6,1,3,0,2,0,1,60000,0,33.300000000000004,0
3572,300,8,1,0,0,1,1,1,550000,0,42.9,0
3573,300,6,1,0,6,1,1,1,379000,0,47.4,0
3574,240,70,1,15,70,1,1,1,750000,0,50.0,0
3575,78,5,1,0,5,1,1,1,35000,0,50.0,0
3576,116,1,1,1,1,1,1,1,12500,0,47.4,1
3577,84,4,2,0,0,0,1,1,150000,0,47.4,0
3578,84,5,1,0,5,1,1,1,250000,0,33.300000000000004,0
3579,11,8,2,3,3,1,0,1,350000,0,33.300000000000004,0
3580,50,25,1,0,0,0,1,1,100000,0,42.9,0
3581,240,2,1,0,0,0,1,1,132200,0,47.4,0
3582,84,6,2,9,15,1,1,1,300000,0,47.4,0
3583,240,29,1,11,0,1,1,1,365000,0,50.0,0
3584,36,7,1,1,7,1,0,1,430000,0,33.300000000000004,0
3585,84,1,2,0,1,1,1,1,25000,0,47.4,0
3586,240,3,1,3,7,1,1,1,311000,0,50.0,0
3587,85,3,1,0,3,1,1,1,15000,0,47.4,1
3588,132,12,1,0,12,1,1,1,500000,0,47.4,0
3589,132,8,1,2,10,1,1,1,500000,0,42.9,0
3590,300,5,1,0,0,1,1,1,217000,0,42.9,0
3591,120,37,1,0,0,1,1,1,125000,0,42.9,0
3592,111,1,1,1,1,1,1,1,12500,0,47.4,1
3593,240,7,1,4,0,1,1,1,231000,0,50.0,0
3594,240,40,1,20,0,1,1,1,516000,0,50.0,0
3595,89,8,1,3,8,1,1,1,5000,0,47.4,1
3596,240,30,1,10,0,1,1,1,1150000,0,50.0,0
3597,90,10,1,10,0,1,1,1,300000,0,47.4,0
3598,240,8,2,25,8,0,1,1,351000,0,50.0,0
3599,60,4,1,0,4,1,0,1,97170,0,33.300000000000004,0
3600,240,10,1,2,10,1,1,1,351000,0,50.0,0
3601,90,2,2,10,2,1,1,1,350000,0,47.4,0
3602,300,15,1,0,0,1,1,1,315000,0,42.9,0
3603,84,6,1,0,6,1,1,1,110500,0,47.4,0
3604,84,12,1,0,12,1,0,1,69360,0,33.300000000000004,0
3605,120,2,2,0,2,1,1,1,124000,0,47.4,0
3606,300,11,1,0,0,0,1,1,900000,0,42.9,0
3607,36,10,1,2,2,1,0,1,445000,0,33.300000000000004,0
3608,20,4,1,0,4,1,0,1,25000,0,33.300000000000004,1
3609,299,18,1,0,0,0,1,1,434000,0,42.9,0
3610,84,3,1,0,3,1,0,1,110665,0,33.300000000000004,0
3611,84,1,2,0,1,1,0,1,128860,0,33.300000000000004,0
3612,300,2,2,0,0,0,1,1,116000,0,47.4,0
3613,300,16,1,0,0,0,1,1,765000,0,45.9,0
3614,120,1,1,1,1,1,1,1,15000,0,47.4,0
3615,26,4,1,1,1,1,0,1,140000,0,33.300000000000004,0
3616,60,1,1,0,1,1,0,1,19270,0,33.300000000000004,0
3617,84,15,2,0,15,1,0,1,259784,0,33.300000000000004,0
3618,84,1,2,0,1,1,1,1,110000,0,47.4,0
3619,48,12,1,1,12,1,1,1,150000,0,47.4,0
3620,84,1,1,1,1,1,0,1,38488,0,33.300000000000004,0
3621,300,2,2,0,0,0,1,1,97000,0,47.4,0
3622,36,12,1,0,12,1,0,1,300000,0,33.300000000000004,0
3623,66,1,1,0,1,1,1,1,25000,0,47.4,1
3624,312,21,1,0,0,1,1,1,2000000,0,42.9,0
3625,36,1,1,1,1,1,0,1,82500,0,33.300000000000004,0
3626,84,4,1,2,4,1,0,1,50000,0,33.300000000000004,0
3627,84,1,2,1,1,1,0,1,87500,0,33.300000000000004,0
3628,60,2,1,0,2,1,0,1,20000,0,33.300000000000004,0
3629,48,13,1,0,13,1,1,1,150000,0,33.300000000000004,0
3630,23,13,1,0,13,1,0,1,183084,0,33.300000000000004,0
3631,84,15,1,3,18,1,0,1,375000,0,33.300000000000004,0
3632,240,4,1,2,0,1,1,1,250000,0,50.0,0
3633,48,27,1,30,30,1,1,1,200000,0,33.300000000000004,0
3634,300,9,1,0,9,1,1,1,1800000,0,42.9,0
3635,300,10,1,2,10,1,1,1,1294000,0,42.9,0
3636,120,3,1,0,3,1,1,1,200000,0,47.4,0
3637,117,40,1,0,0,0,0,1,290688,0,42.9,0
3638,84,40,1,0,0,1,1,1,400000,0,42.9,0
3639,120,7,1,0,0,0,1,1,100000,0,47.4,0
3640,84,24,1,4,24,2,1,1,500000,0,47.4,0
3641,60,2,1,0,2,1,0,1,25000,0,33.300000000000004,0
3642,300,24,1,0,0,1,1,1,374000,0,42.9,0
3643,30,6,1,0,0,1,1,1,400000,0,42.9,1
3644,300,2,1,0,0,0,1,1,210000,0,42.9,0
3645,60,5,1,0,5,2,0,1,98190,0,33.300000000000004,0
3646,19,4,1,2,3,1,0,1,45000,0,33.300000000000004,1
3647,60,4,1,3,0,1,1,1,30000,0,33.300000000000004,0
3648,12,2,1,0,2,2,0,1,215597,0,33.300000000000004,0
3649,44,11,1,3,3,1,0,1,664147,0,33.300000000000004,0
3650,84,8,1,0,8,1,1,1,145000,0,47.4,0
3651,84,3,2,1,4,1,0,1,225000,0,33.300000000000004,0
3652,10,342,1,1,342,1,0,1,29880,0,33.300000000000004,1
3653,300,3,1,0,0,1,1,1,440000,0,42.9,0
3654,18,1,1,0,1,1,1,1,20000,0,33.300000000000004,1
3655,300,5,1,0,0,0,1,1,507500,0,45.9,0
3656,120,3,1,0,3,1,1,1,276000,0,47.4,0
3657,60,5,2,3,5,1,1,1,25000,0,33.300000000000004,0
3658,54,2,1,2,2,1,1,1,15000,0,50.0,1
3659,300,8,1,0,0,0,1,1,350000,0,45.9,0
3660,120,6,1,1,6,1,1,1,10000,0,47.4,1
3661,119,1,2,0,0,1,1,1,150000,0,42.9,0
3662,60,12,1,0,12,1,0,1,40000,0,33.300000000000004,0
3663,98,7,1,3,7,1,0,1,249400,0,33.300000000000004,0
3664,84,9,1,0,9,1,1,1,800000,0,47.4,0
3665,84,5,1,0,5,1,0,1,150627,0,33.300000000000004,0
3666,108,1,2,1,1,1,1,1,5000,0,47.4,1
3667,300,7,1,3,7,1,1,1,1771300,0,42.9,0
3668,240,15,1,0,0,1,1,1,478700,0,42.9,0
3669,301,10,2,0,10,1,1,1,600000,0,47.4,0
3670,120,29,1,0,29,1,1,1,375000,0,47.4,0
3671,240,27,1,13,0,1,1,1,2000000,0,50.0,0
3672,84,2,1,1,1,1,1,1,20000,0,47.4,0
3673,300,8,2,0,0,1,1,1,301500,0,42.9,0
3674,300,6,1,0,0,1,1,1,247500,0,42.9,0
3675,300,8,1,0,0,0,1,1,570000,0,42.9,0
3676,14,4,2,0,4,1,0,1,17609,0,33.300000000000004,0
3677,120,2,2,4,4,1,1,1,112249,0,47.4,0
3678,300,8,1,2,8,1,1,1,780000,0,47.4,0
3679,120,4,2,0,0,0,1,1,275000,0,45.9,0
3680,240,5,1,0,0,1,1,1,555000,0,42.9,0
3681,84,1,1,0,1,1,0,1,10000,0,33.300000000000004,0
3682,300,1,1,0,1,1,1,1,171700,0,47.4,0
3683,300,20,1,0,0,1,1,1,900000,0,42.9,0
3684,36,16,1,3,3,1,0,1,484151,0,33.300000000000004,0
3685,66,1,1,2,3,1,1,1,25000,0,47.4,1
3686,26,7,1,2,1,1,0,1,905000,0,33.300000000000004,0
3687,84,3,1,0,3,1,0,1,75000,0,33.300000000000004,0
3688,110,5,1,3,5,1,1,1,5000,0,47.4,1
3689,120,2,2,3,2,1,1,1,100000,0,47.4,0
3690,36,27,1,3,3,1,0,1,588031,0,33.300000000000004,0
3691,84,1,1,0,1,1,0,1,15001,0,33.300000000000004,0
3692,300,37,1,8,45,1,1,1,352400,0,47.4,0
3693,240,5,1,0,0,1,1,1,466000,0,50.0,0
3694,41,20,1,1,1,1,0,1,1091262,0,33.300000000000004,0
3695,300,11,1,0,11,1,1,1,499100,0,47.4,0
3696,120,17,1,0,17,2,1,1,210000,0,33.300000000000004,0
3697,120,1,1,0,1,1,1,1,288700,0,47.4,0
3698,2,1,2,0,0,1,1,1,50000,0,44.4,1
3699,84,3,1,2,3,1,0,1,45000,0,33.300000000000004,0
3700,240,8,1,0,8,1,1,1,296000,0,50.0,0
3701,36,9,1,2,2,1,0,1,125000,0,33.300000000000004,0
3702,8,3,1,2,5,1,0,1,49650,0,33.300000000000004,1
3703,300,4,1,0,0,0,1,1,257000,0,42.9,0
3704,95,1,1,1,1,1,1,1,5000,0,47.4,1
3705,300,11,1,0,0,1,1,1,225000,0,42.9,0
3706,120,9,1,0,9,1,1,1,410000,0,47.4,0
3707,302,20,1,0,0,1,1,1,330500,0,42.9,0
3708,108,8,1,0,8,1,1,1,261000,0,47.4,0
3709,300,11,1,1,11,1,1,1,840500,0,47.4,0
3710,82,3,1,0,3,1,0,1,30000,0,33.300000000000004,0
3711,120,2,1,2,2,1,1,1,10000,0,47.4,0
3712,300,23,1,0,0,1,1,1,684500,0,42.9,0
3713,60,4,1,0,4,1,0,1,50000,0,33.300000000000004,0
3714,300,1,1,0,0,0,1,1,413000,0,45.9,0
3715,288,6,2,0,6,1,1,1,1042000,0,47.4,0
3716,60,4,1,3,7,1,0,1,102685,0,33.300000000000004,0
3717,300,35,1,0,0,1,1,1,720000,0,42.9,0
3718,276,7,1,0,0,0,1,1,200000,0,45.9,0
3719,240,10,1,12,0,1,1,1,544000,0,50.0,0
3720,300,4,1,0,0,0,1,1,553000,0,42.9,0
3721,84,3,2,2,6,1,0,1,15000,0,33.300000000000004,0
3722,300,21,1,4,0,1,1,1,2000000,0,42.9,0
3723,300,11,1,0,0,0,1,1,356250,0,42.9,0
3724,84,5,1,1,5,1,0,1,44600,0,33.300000000000004,0
3725,35,6,1,0,6,1,1,1,35000,0,50.0,1
3726,100,2,1,2,2,1,1,1,15000,0,45.9,1
3727,60,12,1,0,12,1,0,1,99171,0,33.300000000000004,0
3728,75,11,1,0,0,1,1,1,136679,0,42.9,0
3729,84,1,1,0,1,1,0,1,68469,0,33.300000000000004,0
3730,300,6,1,0,0,0,1,1,285000,0,45.9,0
3731,12,5,1,0,5,2,1,1,100000,0,33.300000000000004,0
3732,84,6,2,0,6,1,0,1,33846,0,33.300000000000004,0
3733,75,5,1,0,5,1,1,1,35000,0,33.300000000000004,0
3734,120,1,1,1,1,1,1,1,15000,0,45.9,0
3735,240,2,1,2,0,1,1,1,113000,0,50.0,0
3736,240,31,1,3,28,1,1,1,1000000,0,50.0,0
3737,84,1,1,1,2,1,0,1,30850,0,33.300000000000004,0
3738,240,50,1,50,0,1,1,1,274000,0,50.0,0
3739,240,3,1,2,0,1,1,1,142000,0,50.0,0
3740,120,2,2,0,2,1,1,1,230000,0,42.9,0
3741,120,30,2,10,30,1,1,1,15000,0,45.9,0
3742,97,1,2,1,1,1,1,1,5000,0,45.9,1
3743,84,1,1,0,1,1,0,1,45764,0,33.300000000000004,0
3744,12,3,1,0,0,2,0,1,100000,0,44.4,0
3745,84,7,1,0,0,1,1,1,100000,0,44.4,0
3746,61,10,1,0,10,1,0,1,50000,0,33.300000000000004,1
3747,60,95,1,0,95,1,0,1,102304,0,33.300000000000004,0
3748,84,41,1,0,41,1,1,1,300000,0,33.300000000000004,0
3749,120,3,1,0,3,1,1,1,103500,0,47.4,0
3750,300,11,1,0,0,2,1,1,312000,0,42.9,0
3751,36,26,1,5,26,1,0,1,24999,0,33.300000000000004,0
3752,312,12,1,3,12,1,1,1,2000000,0,42.9,0
3753,60,7,1,1,0,1,1,1,35000,0,50.0,0
3754,120,10,1,0,10,1,1,1,250000,0,47.4,0
3755,70,1,1,3,4,1,0,1,64937,0,33.300000000000004,1
3756,36,1,1,0,1,1,1,1,30000,0,33.300000000000004,0
3757,84,5,2,3,5,1,1,1,100000,0,47.4,0
3758,54,4,1,1,4,1,1,1,35000,0,50.0,1
3759,240,16,1,10,0,1,1,1,238000,0,50.0,0
3760,300,8,2,0,8,2,1,1,548000,0,47.4,0
3761,240,22,1,8,22,1,1,1,999000,0,50.0,0
3762,84,1,1,0,1,1,0,1,149761,0,33.300000000000004,0
3763,300,5,1,0,0,0,1,1,189500,0,44.4,0
3764,36,1,1,0,1,1,0,1,20000,0,33.300000000000004,0
3765,120,1,1,1,1,1,1,1,5000,0,47.4,0
3766,240,40,1,2,0,1,1,1,647000,0,50.0,0
3767,120,20,1,75,20,2,1,1,300000,0,47.4,0
3768,84,1,2,0,1,1,0,1,50000,0,33.300000000000004,0
3769,84,0,2,2,2,1,1,1,15100,0,33.300000000000004,0
3770,84,1,1,2,1,1,0,1,56055,0,33.300000000000004,0
3771,132,20,1,0,0,1,1,1,560000,0,42.9,0
3772,18,75,1,0,0,0,1,1,380000,0,45.9,0
3773,300,4,1,0,0,1,1,1,262400,0,42.9,0
3774,84,1,2,0,1,1,0,1,10000,0,33.300000000000004,0
3775,14,71,2,0,0,0,1,1,70000,0,45.9,0
3776,120,4,1,0,0,1,1,1,77000,0,44.4,0
3777,14,75,1,0,0,0,1,1,137500,0,45.9,0
3778,84,75,1,0,0,0,1,1,145000,0,45.9,0
3779,3,1,1,0,1,1,0,1,100000,0,33.300000000000004,1
3780,300,8,1,0,8,1,1,1,1495000,0,47.4,0
3781,60,2,1,0,2,1,0,1,30000,0,33.300000000000004,0
3782,84,14,2,14,14,1,1,1,225000,0,47.4,0
3783,84,4,1,0,4,1,0,1,74958,0,33.300000000000004,0
3784,41,3,1,0,3,1,1,1,50000,0,47.4,1
3785,13,2,1,1,1,1,0,1,120000,0,33.300000000000004,0
3786,36,3,2,0,3,2,1,1,10000,0,33.300000000000004,0
3787,12,5,2,1,5,1,0,1,325000,0,33.300000000000004,0
3788,120,10,1,0,0,1,1,1,200000,0,42.9,0
3789,300,14,1,0,0,0,1,1,262050,0,45.9,0
3790,60,4,1,4,8,1,0,1,50000,0,33.300000000000004,0
3791,84,5,1,0,5,1,0,1,61739,0,33.300000000000004,0
3792,120,14,2,0,0,1,1,1,530000,0,42.9,0
3793,84,7,1,0,7,1,0,1,85000,0,33.300000000000004,0
3794,33,5,1,0,5,1,1,1,35000,0,50.0,1
